case,split,original_processed_index,class_id,concentration
B_C12_source_C345_target,calibration,1388,3,100.0
B_C12_source_C345_target,calibration,282,1,175.0
B_C12_source_C345_target,calibration,469,0,25.0
B_C12_source_C345_target,calibration,646,0,75.0
B_C12_source_C345_target,calibration,827,0,125.0
B_C12_source_C345_target,calibration,799,0,125.0
B_C12_source_C345_target,calibration,703,0,87.5
B_C12_source_C345_target,calibration,1529,3,175.0
B_C12_source_C345_target,calibration,1020,2,62.5
B_C12_source_C345_target,calibration,864,2,12.5
B_C12_source_C345_target,calibration,547,0,50.0
B_C12_source_C345_target,calibration,277,1,175.0
B_C12_source_C345_target,calibration,1497,3,150.0
B_C12_source_C345_target,calibration,390,1,250.0
B_C12_source_C345_target,calibration,339,1,225.0
B_C12_source_C345_target,calibration,1566,3,200.0
B_C12_source_C345_target,calibration,724,0,100.0
B_C12_source_C345_target,calibration,1221,2,125.0
B_C12_source_C345_target,calibration,789,0,112.5
B_C12_source_C345_target,calibration,1469,3,125.0
B_C12_source_C345_target,calibration,774,0,112.5
B_C12_source_C345_target,calibration,925,2,37.5
B_C12_source_C345_target,calibration,1531,3,175.0
B_C12_source_C345_target,calibration,1001,2,50.0
B_C12_source_C345_target,calibration,673,0,87.5
B_C12_source_C345_target,calibration,51,1,50.0
B_C12_source_C345_target,calibration,435,0,12.5
B_C12_source_C345_target,calibration,322,1,200.0
B_C12_source_C345_target,calibration,1487,3,150.0
B_C12_source_C345_target,calibration,1524,3,175.0
B_C12_source_C345_target,calibration,941,2,37.5
B_C12_source_C345_target,calibration,557,0,50.0
B_C12_source_C345_target,calibration,450,0,12.5
B_C12_source_C345_target,calibration,754,0,100.0
B_C12_source_C345_target,calibration,401,1,250.0
B_C12_source_C345_target,calibration,45,1,50.0
B_C12_source_C345_target,calibration,505,0,37.5
B_C12_source_C345_target,calibration,487,0,25.0
B_C12_source_C345_target,calibration,1168,2,100.0
B_C12_source_C345_target,calibration,657,0,75.0
B_C12_source_C345_target,calibration,625,0,62.5
B_C12_source_C345_target,calibration,1343,3,50.0
B_C12_source_C345_target,calibration,67,1,50.0
B_C12_source_C345_target,calibration,1645,3,250.0
B_C12_source_C345_target,calibration,247,1,150.0
B_C12_source_C345_target,calibration,423,0,12.5
B_C12_source_C345_target,calibration,459,0,12.5
B_C12_source_C345_target,calibration,492,0,25.0
B_C12_source_C345_target,calibration,454,0,12.5
B_C12_source_C345_target,calibration,1,1,25.0
B_C12_source_C345_target,calibration,100,1,75.0
B_C12_source_C345_target,calibration,1618,3,225.0
B_C12_source_C345_target,calibration,684,0,87.5
B_C12_source_C345_target,calibration,215,1,150.0
B_C12_source_C345_target,calibration,1574,3,200.0
B_C12_source_C345_target,calibration,1216,2,112.5
B_C12_source_C345_target,calibration,366,1,225.0
B_C12_source_C345_target,calibration,880,2,12.5
B_C12_source_C345_target,calibration,1332,3,50.0
B_C12_source_C345_target,calibration,685,0,87.5
B_C12_source_C345_target,calibration,297,1,200.0
B_C12_source_C345_target,calibration,1056,2,75.0
B_C12_source_C345_target,calibration,70,1,50.0
B_C12_source_C345_target,calibration,1084,2,75.0
B_C12_source_C345_target,calibration,1314,3,50.0
B_C12_source_C345_target,calibration,872,2,12.5
B_C12_source_C345_target,calibration,378,1,250.0
B_C12_source_C345_target,calibration,1217,2,112.5
B_C12_source_C345_target,calibration,1316,3,50.0
B_C12_source_C345_target,calibration,1556,3,200.0
B_C12_source_C345_target,calibration,1075,2,75.0
B_C12_source_C345_target,calibration,1317,3,50.0
B_C12_source_C345_target,calibration,584,0,50.0
B_C12_source_C345_target,calibration,408,1,250.0
B_C12_source_C345_target,calibration,1235,2,125.0
B_C12_source_C345_target,calibration,590,0,62.5
B_C12_source_C345_target,calibration,752,0,100.0
B_C12_source_C345_target,calibration,1014,2,62.5
B_C12_source_C345_target,calibration,272,1,175.0
B_C12_source_C345_target,calibration,929,2,37.5
B_C12_source_C345_target,calibration,190,1,125.0
B_C12_source_C345_target,calibration,1130,2,87.5
B_C12_source_C345_target,calibration,1249,2,125.0
B_C12_source_C345_target,calibration,112,1,75.0
B_C12_source_C345_target,calibration,422,0,12.5
B_C12_source_C345_target,calibration,219,1,150.0
B_C12_source_C345_target,calibration,1086,2,75.0
B_C12_source_C345_target,calibration,861,2,12.5
B_C12_source_C345_target,calibration,1510,3,150.0
B_C12_source_C345_target,calibration,1598,3,225.0
B_C12_source_C345_target,calibration,416,1,250.0
B_C12_source_C345_target,calibration,484,0,25.0
B_C12_source_C345_target,calibration,983,2,50.0
B_C12_source_C345_target,calibration,1664,3,250.0
B_C12_source_C345_target,calibration,1637,3,225.0
B_C12_source_C345_target,calibration,117,1,75.0
B_C12_source_C345_target,calibration,1499,3,150.0
B_C12_source_C345_target,calibration,1303,3,50.0
B_C12_source_C345_target,calibration,1201,2,112.5
B_C12_source_C345_target,calibration,33,1,25.0
B_C12_source_C345_target,calibration,889,2,25.0
B_C12_source_C345_target,calibration,607,0,62.5
B_C12_source_C345_target,calibration,229,1,150.0
B_C12_source_C345_target,calibration,1220,2,125.0
B_C12_source_C345_target,calibration,1254,2,125.0
B_C12_source_C345_target,calibration,987,2,50.0
B_C12_source_C345_target,calibration,1270,3,25.0
B_C12_source_C345_target,calibration,656,0,75.0
B_C12_source_C345_target,calibration,702,0,87.5
B_C12_source_C345_target,calibration,1072,2,75.0
B_C12_source_C345_target,calibration,1606,3,225.0
B_C12_source_C345_target,calibration,1407,3,100.0
B_C12_source_C345_target,calibration,1156,2,100.0
B_C12_source_C345_target,calibration,770,0,112.5
B_C12_source_C345_target,calibration,914,2,25.0
B_C12_source_C345_target,calibration,124,1,75.0
B_C12_source_C345_target,calibration,682,0,87.5
B_C12_source_C345_target,calibration,1173,2,100.0
B_C12_source_C345_target,calibration,1352,3,75.0
B_C12_source_C345_target,calibration,1338,3,50.0
B_C12_source_C345_target,calibration,327,1,200.0
B_C12_source_C345_target,calibration,598,0,62.5
B_C12_source_C345_target,calibration,1476,3,150.0
B_C12_source_C345_target,calibration,32,1,25.0
B_C12_source_C345_target,calibration,832,0,125.0
B_C12_source_C345_target,calibration,166,1,100.0
B_C12_source_C345_target,calibration,990,2,50.0
B_C12_source_C345_target,calibration,571,0,50.0
B_C12_source_C345_target,calibration,670,0,75.0
B_C12_source_C345_target,calibration,495,0,25.0
B_C12_source_C345_target,calibration,1611,3,225.0
B_C12_source_C345_target,calibration,156,1,100.0
B_C12_source_C345_target,calibration,1424,3,100.0
B_C12_source_C345_target,calibration,103,1,75.0
B_C12_source_C345_target,calibration,395,1,250.0
B_C12_source_C345_target,calibration,1475,3,150.0
B_C12_source_C345_target,calibration,1081,2,75.0
B_C12_source_C345_target,calibration,276,1,175.0
B_C12_source_C345_target,calibration,470,0,25.0
B_C12_source_C345_target,calibration,1349,3,75.0
B_C12_source_C345_target,calibration,1095,2,87.5
B_C12_source_C345_target,calibration,516,0,37.5
B_C12_source_C345_target,calibration,444,0,12.5
B_C12_source_C345_target,calibration,630,0,75.0
B_C12_source_C345_target,calibration,1140,2,100.0
B_C12_source_C345_target,calibration,1000,2,50.0
B_C12_source_C345_target,calibration,1041,2,62.5
B_C12_source_C345_target,calibration,998,2,50.0
B_C12_source_C345_target,calibration,1442,3,125.0
B_C12_source_C345_target,calibration,333,1,200.0
B_C12_source_C345_target,calibration,1319,3,50.0
B_C12_source_C345_target,calibration,734,0,100.0
B_C12_source_C345_target,calibration,663,0,75.0
B_C12_source_C345_target,calibration,824,0,125.0
B_C12_source_C345_target,calibration,1039,2,62.5
B_C12_source_C345_target,calibration,629,0,62.5
B_C12_source_C345_target,calibration,1099,2,87.5
B_C12_source_C345_target,calibration,1433,3,125.0
B_C12_source_C345_target,calibration,259,1,175.0
B_C12_source_C345_target,calibration,843,2,12.5
B_C12_source_C345_target,calibration,731,0,100.0
B_C12_source_C345_target,calibration,918,2,25.0
B_C12_source_C345_target,calibration,1527,3,175.0
B_C12_source_C345_target,calibration,373,1,225.0
B_C12_source_C345_target,calibration,173,1,125.0
B_C12_source_C345_target,calibration,1554,3,200.0
B_C12_source_C345_target,calibration,1292,3,25.0
B_C12_source_C345_target,calibration,1038,2,62.5
B_C12_source_C345_target,calibration,1179,2,112.5
B_C12_source_C345_target,calibration,875,2,12.5
B_C12_source_C345_target,calibration,136,1,100.0
B_C12_source_C345_target,calibration,1573,3,200.0
B_C12_source_C345_target,calibration,1675,3,250.0
B_C12_source_C345_target,calibration,962,2,37.5
B_C12_source_C345_target,calibration,1429,3,125.0
B_C12_source_C345_target,calibration,111,1,75.0
B_C12_source_C345_target,calibration,1190,2,112.5
B_C12_source_C345_target,calibration,532,0,37.5
B_C12_source_C345_target,calibration,874,2,12.5
B_C12_source_C345_target,calibration,1015,2,62.5
B_C12_source_C345_target,calibration,955,2,37.5
B_C12_source_C345_target,calibration,1053,2,75.0
B_C12_source_C345_target,calibration,1577,3,200.0
B_C12_source_C345_target,calibration,896,2,25.0
B_C12_source_C345_target,calibration,1028,2,62.5
B_C12_source_C345_target,calibration,63,1,50.0
B_C12_source_C345_target,calibration,550,0,50.0
B_C12_source_C345_target,calibration,1551,3,175.0
B_C12_source_C345_target,calibration,189,1,125.0
B_C12_source_C345_target,calibration,1239,2,125.0
B_C12_source_C345_target,calibration,274,1,175.0
B_C12_source_C345_target,calibration,1506,3,150.0
B_C12_source_C345_target,calibration,1227,2,125.0
B_C12_source_C345_target,calibration,1101,2,87.5
B_C12_source_C345_target,calibration,315,1,200.0
B_C12_source_C345_target,calibration,235,1,150.0
B_C12_source_C345_target,calibration,701,0,87.5
B_C12_source_C345_target,calibration,1387,3,100.0
B_C12_source_C345_target,calibration,1178,2,112.5
B_C12_source_C345_target,calibration,287,1,175.0
B_C12_source_C345_target,calibration,1406,3,100.0
B_C12_source_C345_target,calibration,151,1,100.0
B_C12_source_C345_target,calibration,347,1,225.0
B_C12_source_C345_target,calibration,187,1,125.0
B_C12_source_C345_target,calibration,788,0,112.5
B_C12_source_C345_target,calibration,1268,3,25.0
B_C12_source_C345_target,calibration,1205,2,112.5
B_C12_source_C345_target,calibration,794,0,112.5
B_C12_source_C345_target,calibration,1129,2,87.5
B_C12_source_C345_target,calibration,1376,3,75.0
B_C12_source_C345_target,calibration,1073,2,75.0
B_C12_source_C345_target,calibration,104,1,75.0
B_C12_source_C345_target,calibration,536,0,37.5
B_C12_source_C345_target,calibration,1348,3,75.0
B_C12_source_C345_target,calibration,29,1,25.0
B_C12_source_C345_target,calibration,35,1,25.0
B_C12_source_C345_target,calibration,561,0,50.0
B_C12_source_C345_target,calibration,180,1,125.0
B_C12_source_C345_target,calibration,886,2,25.0
B_C12_source_C345_target,calibration,1266,3,25.0
B_C12_source_C345_target,calibration,745,0,100.0
B_C12_source_C345_target,calibration,57,1,50.0
B_C12_source_C345_target,calibration,72,1,50.0
B_C12_source_C345_target,calibration,974,2,50.0
B_C12_source_C345_target,calibration,1603,3,225.0
B_C12_source_C345_target,calibration,936,2,37.5
B_C12_source_C345_target,calibration,775,0,112.5
B_C12_source_C345_target,calibration,496,0,25.0
B_C12_source_C345_target,calibration,1109,2,87.5
B_C12_source_C345_target,calibration,137,1,100.0
B_C12_source_C345_target,calibration,733,0,100.0
B_C12_source_C345_target,calibration,1175,2,100.0
B_C12_source_C345_target,calibration,211,1,150.0
B_C12_source_C345_target,calibration,615,0,62.5
B_C12_source_C345_target,calibration,1033,2,62.5
B_C12_source_C345_target,calibration,1466,3,125.0
B_C12_source_C345_target,calibration,134,1,100.0
B_C12_source_C345_target,calibration,527,0,37.5
B_C12_source_C345_target,calibration,1117,2,87.5
B_C12_source_C345_target,calibration,892,2,25.0
B_C12_source_C345_target,calibration,403,1,250.0
B_C12_source_C345_target,test,768,0,112.5
B_C12_source_C345_target,test,84,1,75.0
B_C12_source_C345_target,test,1092,2,87.5
B_C12_source_C345_target,test,1253,2,125.0
B_C12_source_C345_target,test,9,1,25.0
B_C12_source_C345_target,test,964,2,37.5
B_C12_source_C345_target,test,1478,3,150.0
B_C12_source_C345_target,test,302,1,200.0
B_C12_source_C345_target,test,1122,2,87.5
B_C12_source_C345_target,test,464,0,25.0
B_C12_source_C345_target,test,498,0,25.0
B_C12_source_C345_target,test,58,1,50.0
B_C12_source_C345_target,test,728,0,100.0
B_C12_source_C345_target,test,1665,3,250.0
B_C12_source_C345_target,test,1334,3,50.0
B_C12_source_C345_target,test,1050,2,75.0
B_C12_source_C345_target,test,865,2,12.5
B_C12_source_C345_target,test,1057,2,75.0
B_C12_source_C345_target,test,60,1,50.0
B_C12_source_C345_target,test,877,2,12.5
B_C12_source_C345_target,test,425,0,12.5
B_C12_source_C345_target,test,1385,3,75.0
B_C12_source_C345_target,test,544,0,37.5
B_C12_source_C345_target,test,1519,3,175.0
B_C12_source_C345_target,test,1484,3,150.0
B_C12_source_C345_target,test,468,0,25.0
B_C12_source_C345_target,test,693,0,87.5
B_C12_source_C345_target,test,716,0,100.0
B_C12_source_C345_target,test,1412,3,100.0
B_C12_source_C345_target,test,153,1,100.0
B_C12_source_C345_target,test,50,1,50.0
B_C12_source_C345_target,test,1004,2,50.0
B_C12_source_C345_target,test,197,1,125.0
B_C12_source_C345_target,test,840,2,12.5
B_C12_source_C345_target,test,971,2,50.0
B_C12_source_C345_target,test,1658,3,250.0
B_C12_source_C345_target,test,938,2,37.5
B_C12_source_C345_target,test,1443,3,125.0
B_C12_source_C345_target,test,30,1,25.0
B_C12_source_C345_target,test,1589,3,200.0
B_C12_source_C345_target,test,1286,3,25.0
B_C12_source_C345_target,test,1559,3,200.0
B_C12_source_C345_target,test,168,1,125.0
B_C12_source_C345_target,test,726,0,100.0
B_C12_source_C345_target,test,74,1,50.0
B_C12_source_C345_target,test,54,1,50.0
B_C12_source_C345_target,test,429,0,12.5
B_C12_source_C345_target,test,641,0,75.0
B_C12_source_C345_target,test,766,0,112.5
B_C12_source_C345_target,test,1575,3,200.0
B_C12_source_C345_target,test,300,1,200.0
B_C12_source_C345_target,test,1287,3,25.0
B_C12_source_C345_target,test,1312,3,50.0
B_C12_source_C345_target,test,559,0,50.0
B_C12_source_C345_target,test,316,1,200.0
B_C12_source_C345_target,test,1199,2,112.5
B_C12_source_C345_target,test,996,2,50.0
B_C12_source_C345_target,test,1662,3,250.0
B_C12_source_C345_target,test,676,0,87.5
B_C12_source_C345_target,test,1621,3,225.0
B_C12_source_C345_target,test,692,0,87.5
B_C12_source_C345_target,test,1582,3,200.0
B_C12_source_C345_target,test,89,1,75.0
B_C12_source_C345_target,test,1301,3,25.0
B_C12_source_C345_target,test,660,0,75.0
B_C12_source_C345_target,test,805,0,125.0
B_C12_source_C345_target,test,795,0,112.5
B_C12_source_C345_target,test,1646,3,250.0
B_C12_source_C345_target,test,1520,3,175.0
B_C12_source_C345_target,test,1300,3,25.0
B_C12_source_C345_target,test,1477,3,150.0
B_C12_source_C345_target,test,1215,2,112.5
B_C12_source_C345_target,test,28,1,25.0
B_C12_source_C345_target,test,1198,2,112.5
B_C12_source_C345_target,test,1580,3,200.0
B_C12_source_C345_target,test,1225,2,125.0
B_C12_source_C345_target,test,221,1,150.0
B_C12_source_C345_target,test,237,1,150.0
B_C12_source_C345_target,test,1132,2,87.5
B_C12_source_C345_target,test,224,1,150.0
B_C12_source_C345_target,test,252,1,175.0
B_C12_source_C345_target,test,1094,2,87.5
B_C12_source_C345_target,test,1209,2,112.5
B_C12_source_C345_target,test,193,1,125.0
B_C12_source_C345_target,test,462,0,25.0
B_C12_source_C345_target,test,1079,2,75.0
B_C12_source_C345_target,test,1222,2,125.0
B_C12_source_C345_target,test,1091,2,75.0
B_C12_source_C345_target,test,905,2,25.0
B_C12_source_C345_target,test,375,1,225.0
B_C12_source_C345_target,test,1181,2,112.5
B_C12_source_C345_target,test,307,1,200.0
B_C12_source_C345_target,test,1100,2,87.5
B_C12_source_C345_target,test,740,0,100.0
B_C12_source_C345_target,test,567,0,50.0
B_C12_source_C345_target,test,847,2,12.5
B_C12_source_C345_target,test,1496,3,150.0
B_C12_source_C345_target,test,1321,3,50.0
B_C12_source_C345_target,test,729,0,100.0
B_C12_source_C345_target,test,511,0,37.5
B_C12_source_C345_target,test,1596,3,225.0
B_C12_source_C345_target,test,1489,3,150.0
B_C12_source_C345_target,test,245,1,150.0
B_C12_source_C345_target,test,1344,3,75.0
B_C12_source_C345_target,test,588,0,62.5
B_C12_source_C345_target,test,1022,2,62.5
B_C12_source_C345_target,test,199,1,125.0
B_C12_source_C345_target,test,262,1,175.0
B_C12_source_C345_target,test,1652,3,250.0
B_C12_source_C345_target,test,1042,2,62.5
B_C12_source_C345_target,test,312,1,200.0
B_C12_source_C345_target,test,1159,2,100.0
B_C12_source_C345_target,test,928,2,37.5
B_C12_source_C345_target,test,256,1,175.0
B_C12_source_C345_target,test,477,0,25.0
B_C12_source_C345_target,test,906,2,25.0
B_C12_source_C345_target,test,1169,2,100.0
B_C12_source_C345_target,test,835,0,125.0
B_C12_source_C345_target,test,420,0,12.5
B_C12_source_C345_target,test,314,1,200.0
B_C12_source_C345_target,test,418,1,250.0
B_C12_source_C345_target,test,922,2,25.0
B_C12_source_C345_target,test,1602,3,225.0
B_C12_source_C345_target,test,1409,3,100.0
B_C12_source_C345_target,test,90,1,75.0
B_C12_source_C345_target,test,1143,2,100.0
B_C12_source_C345_target,test,566,0,50.0
B_C12_source_C345_target,test,717,0,100.0
B_C12_source_C345_target,test,591,0,62.5
B_C12_source_C345_target,test,776,0,112.5
B_C12_source_C345_target,test,370,1,225.0
B_C12_source_C345_target,test,680,0,87.5
B_C12_source_C345_target,test,1543,3,175.0
B_C12_source_C345_target,test,36,1,25.0
B_C12_source_C345_target,test,576,0,50.0
B_C12_source_C345_target,test,603,0,62.5
B_C12_source_C345_target,test,597,0,62.5
B_C12_source_C345_target,test,1393,3,100.0
B_C12_source_C345_target,test,1032,2,62.5
B_C12_source_C345_target,test,457,0,12.5
B_C12_source_C345_target,test,1247,2,125.0
B_C12_source_C345_target,test,659,0,75.0
B_C12_source_C345_target,test,1146,2,100.0
B_C12_source_C345_target,test,539,0,37.5
B_C12_source_C345_target,test,1302,3,50.0
B_C12_source_C345_target,test,400,1,250.0
B_C12_source_C345_target,test,1623,3,225.0
B_C12_source_C345_target,test,637,0,75.0
B_C12_source_C345_target,test,1503,3,150.0
B_C12_source_C345_target,test,1176,2,112.5
B_C12_source_C345_target,test,1229,2,125.0
B_C12_source_C345_target,test,446,0,12.5
B_C12_source_C345_target,test,332,1,200.0
B_C12_source_C345_target,test,183,1,125.0
B_C12_source_C345_target,test,1174,2,100.0
B_C12_source_C345_target,test,483,0,25.0
B_C12_source_C345_target,test,206,1,125.0
B_C12_source_C345_target,test,873,2,12.5
B_C12_source_C345_target,test,283,1,175.0
B_C12_source_C345_target,test,1308,3,50.0
B_C12_source_C345_target,test,290,1,175.0
B_C12_source_C345_target,test,1425,3,100.0
B_C12_source_C345_target,test,308,1,200.0
B_C12_source_C345_target,test,538,0,37.5
B_C12_source_C345_target,test,730,0,100.0
B_C12_source_C345_target,test,1539,3,175.0
B_C12_source_C345_target,test,1251,2,125.0
B_C12_source_C345_target,test,777,0,112.5
B_C12_source_C345_target,test,1297,3,25.0
B_C12_source_C345_target,test,1413,3,100.0
B_C12_source_C345_target,test,624,0,62.5
B_C12_source_C345_target,test,1558,3,200.0
B_C12_source_C345_target,test,310,1,200.0
B_C12_source_C345_target,test,819,0,125.0
B_C12_source_C345_target,test,1391,3,100.0
B_C12_source_C345_target,test,273,1,175.0
B_C12_source_C345_target,test,150,1,100.0
B_C12_source_C345_target,test,969,2,50.0
B_C12_source_C345_target,test,884,2,25.0
B_C12_source_C345_target,test,1636,3,225.0
B_C12_source_C345_target,test,285,1,175.0
B_C12_source_C345_target,test,68,1,50.0
B_C12_source_C345_target,test,1451,3,125.0
B_C12_source_C345_target,test,696,0,87.5
B_C12_source_C345_target,test,1356,3,75.0
B_C12_source_C345_target,test,1384,3,75.0
B_C12_source_C345_target,test,97,1,75.0
B_C12_source_C345_target,test,27,1,25.0
B_C12_source_C345_target,test,482,0,25.0
B_C12_source_C345_target,test,141,1,100.0
B_C12_source_C345_target,test,1121,2,87.5
B_C12_source_C345_target,test,689,0,87.5
B_C12_source_C345_target,test,1257,2,125.0
B_C12_source_C345_target,test,636,0,75.0
B_C12_source_C345_target,test,24,1,25.0
B_C12_source_C345_target,test,1250,2,125.0
B_C12_source_C345_target,test,1354,3,75.0
B_C12_source_C345_target,test,1036,2,62.5
B_C12_source_C345_target,test,1285,3,25.0
B_C12_source_C345_target,test,1203,2,112.5
B_C12_source_C345_target,test,1064,2,75.0
B_C12_source_C345_target,test,1333,3,50.0
B_C12_source_C345_target,test,465,0,25.0
B_C12_source_C345_target,test,1513,3,175.0
B_C12_source_C345_target,test,1145,2,100.0
B_C12_source_C345_target,test,1361,3,75.0
B_C12_source_C345_target,test,451,0,12.5
B_C12_source_C345_target,test,644,0,75.0
B_C12_source_C345_target,test,1288,3,25.0
B_C12_source_C345_target,test,1152,2,100.0
B_C12_source_C345_target,test,522,0,37.5
B_C12_source_C345_target,test,1532,3,175.0
B_C12_source_C345_target,test,765,0,112.5
B_C12_source_C345_target,test,185,1,125.0
B_C12_source_C345_target,test,1557,3,200.0
B_C12_source_C345_target,test,911,2,25.0
B_C12_source_C345_target,test,1147,2,100.0
B_C12_source_C345_target,test,753,0,100.0
B_C12_source_C345_target,test,1374,3,75.0
B_C12_source_C345_target,test,1026,2,62.5
B_C12_source_C345_target,test,1493,3,150.0
B_C12_source_C345_target,test,131,1,100.0
B_C12_source_C345_target,test,55,1,50.0
B_C12_source_C345_target,test,210,1,150.0
B_C12_source_C345_target,test,1530,3,175.0
B_C12_source_C345_target,test,388,1,250.0
B_C12_source_C345_target,test,1263,3,25.0
B_C12_source_C345_target,test,428,0,12.5
B_C12_source_C345_target,test,852,2,12.5
B_C12_source_C345_target,test,736,0,100.0
B_C12_source_C345_target,test,838,0,125.0
B_C12_source_C345_target,test,415,1,250.0
B_C12_source_C345_target,test,1426,3,100.0
B_C12_source_C345_target,test,681,0,87.5
B_C12_source_C345_target,test,1669,3,250.0
B_C12_source_C345_target,test,585,0,50.0
B_C12_source_C345_target,test,1097,2,87.5
B_C12_source_C345_target,test,1113,2,87.5
B_C12_source_C345_target,test,338,1,225.0
B_C12_source_C345_target,test,687,0,87.5
B_C12_source_C345_target,test,1616,3,225.0
B_C12_source_C345_target,test,1375,3,75.0
B_C12_source_C345_target,test,1320,3,50.0
B_C12_source_C345_target,test,213,1,150.0
B_C12_source_C345_target,test,747,0,100.0
B_C12_source_C345_target,test,1517,3,175.0
B_C12_source_C345_target,test,311,1,200.0
B_C12_source_C345_target,test,242,1,150.0
B_C12_source_C345_target,test,713,0,87.5
B_C12_source_C345_target,test,494,0,25.0
B_C12_source_C345_target,test,1568,3,200.0
B_C12_source_C345_target,test,762,0,112.5
B_C12_source_C345_target,test,707,0,87.5
B_C12_source_C345_target,test,985,2,50.0
B_C12_source_C345_target,test,65,1,50.0
B_C12_source_C345_target,test,1490,3,150.0
B_C12_source_C345_target,test,328,1,200.0
B_C12_source_C345_target,test,255,1,175.0
B_C12_source_C345_target,test,76,1,50.0
B_C12_source_C345_target,test,577,0,50.0
B_C12_source_C345_target,test,171,1,125.0
B_C12_source_C345_target,test,1329,3,50.0
B_C12_source_C345_target,test,1051,2,75.0
B_C12_source_C345_target,test,862,2,12.5
B_C12_source_C345_target,test,3,1,25.0
B_C12_source_C345_target,test,1294,3,25.0
B_C12_source_C345_target,test,1628,3,225.0
B_C12_source_C345_target,test,639,0,75.0
B_C12_source_C345_target,test,721,0,100.0
B_C12_source_C345_target,test,1083,2,75.0
B_C12_source_C345_target,test,436,0,12.5
B_C12_source_C345_target,test,1071,2,75.0
B_C12_source_C345_target,test,633,0,75.0
B_C12_source_C345_target,test,23,1,25.0
B_C12_source_C345_target,test,845,2,12.5
B_C12_source_C345_target,test,355,1,225.0
B_C12_source_C345_target,test,1214,2,112.5
B_C12_source_C345_target,test,916,2,25.0
B_C12_source_C345_target,test,1576,3,200.0
B_C12_source_C345_target,test,412,1,250.0
B_C12_source_C345_target,test,1488,3,150.0
B_C12_source_C345_target,test,241,1,150.0
B_C12_source_C345_target,test,1135,2,100.0
B_C12_source_C345_target,test,530,0,37.5
B_C12_source_C345_target,test,1047,2,62.5
B_C12_source_C345_target,test,346,1,225.0
B_C12_source_C345_target,test,1207,2,112.5
B_C12_source_C345_target,test,662,0,75.0
B_C12_source_C345_target,test,202,1,125.0
B_C12_source_C345_target,test,779,0,112.5
B_C12_source_C345_target,test,1244,2,125.0
B_C12_source_C345_target,test,800,0,125.0
B_C12_source_C345_target,test,364,1,225.0
B_C12_source_C345_target,test,1243,2,125.0
B_C12_source_C345_target,test,1394,3,100.0
B_C12_source_C345_target,test,801,0,125.0
B_C12_source_C345_target,test,816,0,125.0
B_C12_source_C345_target,test,1565,3,200.0
B_C12_source_C345_target,test,313,1,200.0
B_C12_source_C345_target,test,1610,3,225.0
B_C12_source_C345_target,test,489,0,25.0
B_C12_source_C345_target,test,1613,3,225.0
B_C12_source_C345_target,test,1327,3,50.0
B_C12_source_C345_target,test,1240,2,125.0
B_C12_source_C345_target,test,1511,3,150.0
B_C12_source_C345_target,test,677,0,87.5
B_C12_source_C345_target,test,616,0,62.5
B_C12_source_C345_target,test,1111,2,87.5
B_C12_source_C345_target,test,531,0,37.5
B_C12_source_C345_target,test,1085,2,75.0
B_C12_source_C345_target,test,87,1,75.0
B_C12_source_C345_target,test,1383,3,75.0
B_C12_source_C345_target,test,1464,3,125.0
B_C12_source_C345_target,test,1058,2,75.0
B_C12_source_C345_target,test,1318,3,50.0
B_C12_source_C345_target,test,574,0,50.0
B_C12_source_C345_target,test,386,1,250.0
B_C12_source_C345_target,test,744,0,100.0
B_C12_source_C345_target,test,85,1,75.0
B_C12_source_C345_target,test,830,0,125.0
B_C12_source_C345_target,test,1472,3,150.0
B_C12_source_C345_target,test,344,1,225.0
B_C12_source_C345_target,test,600,0,62.5
B_C12_source_C345_target,test,42,1,50.0
B_C12_source_C345_target,test,798,0,125.0
B_C12_source_C345_target,test,1213,2,112.5
B_C12_source_C345_target,test,1678,3,250.0
B_C12_source_C345_target,test,1552,3,175.0
B_C12_source_C345_target,test,534,0,37.5
B_C12_source_C345_target,test,169,1,125.0
B_C12_source_C345_target,test,792,0,112.5
B_C12_source_C345_target,test,399,1,250.0
B_C12_source_C345_target,test,1629,3,225.0
B_C12_source_C345_target,test,1120,2,87.5
B_C12_source_C345_target,test,833,0,125.0
B_C12_source_C345_target,test,1456,3,125.0
B_C12_source_C345_target,test,1399,3,100.0
B_C12_source_C345_target,test,1252,2,125.0
B_C12_source_C345_target,test,1515,3,175.0
B_C12_source_C345_target,test,83,1,50.0
B_C12_source_C345_target,test,460,0,12.5
B_C12_source_C345_target,test,844,2,12.5
B_C12_source_C345_target,test,674,0,87.5
B_C12_source_C345_target,test,301,1,200.0
B_C12_source_C345_target,test,1435,3,125.0
B_C12_source_C345_target,test,1324,3,50.0
B_C12_source_C345_target,test,756,0,112.5
B_C12_source_C345_target,test,449,0,12.5
B_C12_source_C345_target,test,613,0,62.5
B_C12_source_C345_target,test,445,0,12.5
B_C12_source_C345_target,test,529,0,37.5
B_C12_source_C345_target,test,940,2,37.5
B_C12_source_C345_target,test,64,1,50.0
B_C12_source_C345_target,test,871,2,12.5
B_C12_source_C345_target,test,913,2,25.0
B_C12_source_C345_target,test,163,1,100.0
B_C12_source_C345_target,test,822,0,125.0
B_C12_source_C345_target,test,826,0,125.0
B_C12_source_C345_target,test,1480,3,150.0
B_C12_source_C345_target,test,1310,3,50.0
B_C12_source_C345_target,test,1030,2,62.5
